Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Pathway,UP or DOWN
positive regulation of bone remodeling (GO:0046852),03-Oct,0.00381316,0.518851401,0,0,12.35820896,68.82652283,SPP1;TNFSF11;ADAM8,GO_Biological_Processes_2033,DOWN
positive regulation of bone resorption (GO:0045780),03-Oct,0.00381316,0.518851401,0,0,12.35820896,68.82652283,SPP1;TNFSF11;ADAM8,GO_Biological_Processes_2034,DOWN
positive regulation of myeloid leukocyte differentiation (GO:0002763),May-32,0.00402862,0.518851401,0,0,5.350410291,29.50393106,OCSTAMP;IL34;LIF;TNFSF11;HCLS1,GO_Biological_Processes_2035,DOWN
carnitine shuttle (GO:0006853),03-Nov,0.00511293,0.518851401,0,0,10.81287313,57.04852782,PRKAA2;THRSP;ACACA,GO_Biological_Processes_2036,DOWN
relaxation of cardiac muscle (GO:0055119),03-Nov,0.00511293,0.518851401,0,0,10.81287313,57.04852782,RGS2;P2RX4;ATP1B1,GO_Biological_Processes_2037,DOWN
lymphocyte mediated immunity (GO:0002449),03-Nov,0.00511293,0.518851401,0,0,10.81287313,57.04852782,CD8A;SLA2;MYO1G,GO_Biological_Processes_2038,DOWN
relaxation of muscle (GO:0090075),03-Nov,0.00511293,0.518851401,0,0,10.81287313,57.04852782,RGS2;P2RX4;ATP1B1,GO_Biological_Processes_2039,DOWN
fatty acid transmembrane transport (GO:1902001),03-Nov,0.00511293,0.518851401,0,0,10.81287313,57.04852782,PRKAA2;THRSP;ACACA,GO_Biological_Processes_2040,DOWN
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),Aug-80,0.00543376,0.528433442,0,0,3.217209691,16.77814555,PDGFRA;BECN1;FLT3;PDGFC;IGF2;HCLS1;PLXNB1;HCST,GO_Biological_Processes_2041,DOWN
lysine catabolic process (GO:0006554),03-Dec,0.00664829,0.583938845,0,0,9.610945274,48.18347054,GCDH;PHYKPL;SLC25A21,GO_Biological_Processes_2042,DOWN
lysine metabolic process (GO:0006553),03-Dec,0.00664829,0.583938845,0,0,9.610945274,48.18347054,GCDH;PHYKPL;SLC25A21,GO_Biological_Processes_2043,DOWN
lymphocyte proliferation (GO:0046651),May-36,0.00675508,0.583938845,0,0,4.659068959,23.28351526,IL10;HELLS;PTPRC;FLT3;BCL2,GO_Biological_Processes_2044,DOWN
positive regulation of cellular biosynthetic process (GO:0031328),12/159,0.00762294,0.614452507,0,0,2.368705425,11.55121138,SCARB1;PDGFRA;STARD4;FABP3;PCNA;P2RX4;ELOVL5;PDGFC;IGF2;IRS2;PTH1R;CD36,GO_Biological_Processes_2045,DOWN
fatty acid derivative biosynthetic process (GO:1901570),Apr-24,0.00789785,0.614452507,0,0,5.771898356,27.94271272,ACLY;FASN;ACACA;FADS1,GO_Biological_Processes_2046,DOWN
mammary gland development (GO:0030879),Apr-24,0.00789785,0.614452507,0,0,5.771898356,27.94271272,OXTR;ERBB4;CSN3;CSN2,GO_Biological_Processes_2047,DOWN
acetyl-CoA metabolic process (GO:0006084),Mar-14,0.01046285,0.709387146,0,0,7.862686567,35.85325393,ACLY;MVK;ACACA,GO_Biological_Processes_2048,DOWN
negative regulation of Rho protein signal transduction (GO:0035024),Mar-14,0.01046285,0.709387146,0,0,7.862686567,35.85325393,STMN1;ARAP3;ADRA1A,GO_Biological_Processes_2049,DOWN
acyl-CoA biosynthetic process (GO:0071616),Mar-14,0.01046285,0.709387146,0,0,7.862686567,35.85325393,ACLY;FASN;ACACA,GO_Biological_Processes_2050,DOWN
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083),Apr-26,0.01053878,0.709387146,0,0,5.246636771,23.88633024,DHFR;PCNA;ESRRB;BACH1,GO_Biological_Processes_2051,DOWN
regulation of cholesterol metabolic process (GO:0090181),May-41,0.01170732,0.709387146,0,0,4.01093646,17.83880352,ACADVL;MVK;NFYA;FASN;ACACA,GO_Biological_Processes_2052,DOWN
intracellular lipid transport (GO:0032365),Mar-15,0.01275618,0.709387146,0,0,7.207089552,31.43544726,PRKAA2;THRSP;ACACA,GO_Biological_Processes_2053,DOWN
regulation of T cell mediated cytotoxicity (GO:0001914),Mar-15,0.01275618,0.709387146,0,0,7.207089552,31.43544726,FAM49B;PTPRC;AGER,GO_Biological_Processes_2054,DOWN
positive regulation of cytosolic calcium ion concentration (GO:0007204),10/133,0.0145102,0.709387146,0,0,2.354903187,9.96807825,PDGFRA;CALCA;PTGIR;C1QTNF1;P2RX4;CD36;TACR1;CCR5;ADRA1A;F2RL2,GO_Biological_Processes_2055,DOWN
negative regulation of lymphocyte proliferation (GO:0050672),Apr-29,0.01546887,0.709387146,0,0,4.61632287,19.2451072,CD86;IL10;CD300A;LST1,GO_Biological_Processes_2056,DOWN
histone-serine phosphorylation (GO:0035404),02-Jun,0.01549895,0.709387146,0,0,14.39865872,59.99897034,RPS6KA5;PRKAA2,GO_Biological_Processes_2057,DOWN
intracellular pH elevation (GO:0051454),02-Jun,0.01549895,0.709387146,0,0,14.39865872,59.99897034,CLN3;BCL2,GO_Biological_Processes_2058,DOWN
positive regulation of myelination (GO:0031643),02-Jun,0.01549895,0.709387146,0,0,14.39865872,59.99897034,TENM4;MYRF,GO_Biological_Processes_2059,DOWN
positive regulation of T-helper 2 cell differentiation (GO:0045630),02-Jun,0.01549895,0.709387146,0,0,14.39865872,59.99897034,CD86;NLRP3,GO_Biological_Processes_2060,DOWN
negative regulation of leukocyte degranulation (GO:0043301),02-Jun,0.01549895,0.709387146,0,0,14.39865872,59.99897034,CD84;CD300A,GO_Biological_Processes_2061,DOWN
release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808),02-Jun,0.01549895,0.709387146,0,0,14.39865872,59.99897034,NOL3;CCR5,GO_Biological_Processes_2062,DOWN
folic acid-containing compound biosynthetic process (GO:0009396),02-Jun,0.01549895,0.709387146,0,0,14.39865872,59.99897034,DHFR;MTHFS,GO_Biological_Processes_2063,DOWN
positive regulation of cardiac muscle contraction (GO:0060452),02-Jun,0.01549895,0.709387146,0,0,14.39865872,59.99897034,RGS2;ADRA1A,GO_Biological_Processes_2064,DOWN
negative regulation of systemic arterial blood pressure (GO:0003085),02-Jun,0.01549895,0.709387146,0,0,14.39865872,59.99897034,PRCP;ADRB2,GO_Biological_Processes_2065,DOWN
regulation of actin cytoskeleton reorganization (GO:2000249),Apr-30,0.01738519,0.709387146,0,0,4.438542026,17.98557963,PDGFRA;HCK;BAIAP2L1;HCLS1,GO_Biological_Processes_2066,DOWN
replication fork processing (GO:0031297),Apr-30,0.01738519,0.709387146,0,0,4.438542026,17.98557963,PCNA;EME1;CENPX;PRIMPOL,GO_Biological_Processes_2067,DOWN
fatty-acyl-CoA biosynthetic process (GO:0046949),Apr-30,0.01738519,0.709387146,0,0,4.438542026,17.98557963,ACLY;ELOVL5;FASN;ACACA,GO_Biological_Processes_2068,DOWN
regulation of cytosolic calcium ion concentration (GO:0051480),10/137,0.0175277,0.709387146,0,0,2.280257954,9.221300625,PDGFRA;CLN3;CALCA;PTGIR;C1QTNF1;ATP2B2;CD36;TACR1;CCR5;ADRA1A,GO_Biological_Processes_2069,DOWN
negative regulation of B cell activation (GO:0050869),Mar-17,0.0181384,0.709387146,0,0,6.176865672,24.76752517,IL10;CD300A;SLA2,GO_Biological_Processes_2070,DOWN
regulation of myelination (GO:0031641),Mar-17,0.0181384,0.709387146,0,0,6.176865672,24.76752517,TENM4;MYRF;KIF14,GO_Biological_Processes_2071,DOWN
enzyme linked receptor protein signaling pathway (GO:0007167),9/120,0.02011501,0.709387146,0,0,2.346466949,9.165978415,HCK;CD8A;FLT3;ERBB4;LIF;CASS4;LCP2;PILRA;SLA2,GO_Biological_Processes_2072,DOWN
mitotic sister chromatid segregation (GO:0000070),Jul-82,0.02043329,0.709387146,0,0,2.697977978,10.49672612,BECN1;CDC23;PHF23;KIF14;RRS1;PDS5A;KNSTRN,GO_Biological_Processes_2073,DOWN
axon regeneration (GO:0031103),02-Jul,0.02121869,0.709387146,0,0,11.51833085,44.37866246,DHFR;FOLR1,GO_Biological_Processes_2074,DOWN
negative regulation of muscle hypertrophy (GO:0014741),02-Jul,0.02121869,0.709387146,0,0,11.51833085,44.37866246,RGS2;P2RX4,GO_Biological_Processes_2075,DOWN
mitochondrial DNA metabolic process (GO:0032042),02-Jul,0.02121869,0.709387146,0,0,11.51833085,44.37866246,MGME1;PRIMPOL,GO_Biological_Processes_2076,DOWN
release of sequestered calcium ion into cytosol by endoplasmic reticulum (GO:1903514),02-Jul,0.02121869,0.709387146,0,0,11.51833085,44.37866246,NOL3;CCR5,GO_Biological_Processes_2077,DOWN
pteridine-containing compound biosynthetic process (GO:0042559),02-Jul,0.02121869,0.709387146,0,0,11.51833085,44.37866246,DHFR;MTHFS,GO_Biological_Processes_2078,DOWN
regulation of interleukin-18 production (GO:0032661),02-Jul,0.02121869,0.709387146,0,0,11.51833085,44.37866246,IL10;CD84,GO_Biological_Processes_2079,DOWN
positive regulation of striated muscle contraction (GO:0045989),02-Jul,0.02121869,0.709387146,0,0,11.51833085,44.37866246,RGS2;ADRA1A,GO_Biological_Processes_2080,DOWN
"fructose 1,6-bisphosphate metabolic process (GO:0030388)",02-Jul,0.02121869,0.709387146,0,0,11.51833085,44.37866246,PFKL;ALDOC,GO_Biological_Processes_2081,DOWN
regulation of protein heterodimerization activity (GO:0043497),02-Jul,0.02121869,0.709387146,0,0,11.51833085,44.37866246,BCL2;CD36,GO_Biological_Processes_2082,DOWN
detection of molecule of bacterial origin (GO:0032490),02-Jul,0.02121869,0.709387146,0,0,11.51833085,44.37866246,SCARB1;LY96,GO_Biological_Processes_2083,DOWN
long-chain fatty acid import (GO:0044539),02-Jul,0.02121869,0.709387146,0,0,11.51833085,44.37866246,FABP3;CD36,GO_Biological_Processes_2084,DOWN
positive regulation of neurological system process (GO:0031646),02-Jul,0.02121869,0.709387146,0,0,11.51833085,44.37866246,TENM4;MYRF,GO_Biological_Processes_2085,DOWN
positive regulation of actin cytoskeleton reorganization (GO:2000251),Mar-18,0.0212325,0.709387146,0,0,5.764776119,22.2071995,HCK;BAIAP2L1;HCLS1,GO_Biological_Processes_2086,DOWN
phosphate-containing compound metabolic process (GO:0006796),12/183,0.02127554,0.709387146,0,0,2.033707567,7.830175643,IPPK;PFKFB1;DUSP5;PFKL;PTPRC;PPIP5K2;SLC20A1;PLD4;FAM20C;ALDOC;TOP1;DUSP8,GO_Biological_Processes_2087,DOWN
negative regulation of signaling (GO:0023057),Jul-83,0.02169121,0.713060482,0,0,2.662339972,10.19901968,PDGFRA;FLT3;ERBB4;LIF;AP1AR;OPRM1;EPHA2,GO_Biological_Processes_2088,DOWN
osteoclast differentiation (GO:0030316),Mar-19,0.02459664,0.763860995,0,0,5.404197761,20.0233387,OCSTAMP;TNFSF11;EPHA2,GO_Biological_Processes_2089,DOWN
fatty-acyl-CoA metabolic process (GO:0035337),Mar-19,0.02459664,0.763860995,0,0,5.404197761,20.0233387,ACLY;FASN;ACACA,GO_Biological_Processes_2090,DOWN
regulation of alcohol biosynthetic process (GO:1902930),Apr-34,0.02649039,0.763860995,0,0,3.845939213,13.96450266,MVK;NFYA;FASN;ACACA,GO_Biological_Processes_2091,DOWN
regulation of MAP kinase activity (GO:0043405),Jul-87,0.02725894,0.763860995,0,0,2.528697447,9.109313092,RGS2;FLT3;CD300A;PDGFC;TNFSF11;ADAM8;PIK3R5,GO_Biological_Processes_2092,DOWN
positive regulation of macrophage differentiation (GO:0045651),02-Aug,0.02766778,0.763860995,0,0,9.59811227,34.4331005,IL34;LIF,GO_Biological_Processes_2093,DOWN
negative regulation of interleukin-1 production (GO:0032692),02-Aug,0.02766778,0.763860995,0,0,9.59811227,34.4331005,IL10;MEFV,GO_Biological_Processes_2094,DOWN
amyloid fibril formation (GO:1990000),02-Aug,0.02766778,0.763860995,0,0,9.59811227,34.4331005,MDM2;CD36,GO_Biological_Processes_2095,DOWN
intestinal cholesterol absorption (GO:0030299),02-Aug,0.02766778,0.763860995,0,0,9.59811227,34.4331005,SOAT2;CD36,GO_Biological_Processes_2096,DOWN
regulation of store-operated calcium entry (GO:2001256),02-Aug,0.02766778,0.763860995,0,0,9.59811227,34.4331005,CD84;HOMER2,GO_Biological_Processes_2097,DOWN
norepinephrine metabolic process (GO:0042415),02-Aug,0.02766778,0.763860995,0,0,9.59811227,34.4331005,MOXD1;RNF180,GO_Biological_Processes_2098,DOWN
regulation of T-helper 2 cell differentiation (GO:0045628),02-Aug,0.02766778,0.763860995,0,0,9.59811227,34.4331005,CD86;NLRP3,GO_Biological_Processes_2099,DOWN
negative regulation of telomerase activity (GO:0051974),02-Aug,0.02766778,0.763860995,0,0,9.59811227,34.4331005,TERF1;MEN1,GO_Biological_Processes_2100,DOWN
pantothenate metabolic process (GO:0015939),02-Aug,0.02766778,0.763860995,0,0,9.59811227,34.4331005,PDZD11;FASN,GO_Biological_Processes_2101,DOWN
positive regulation of protein kinase B signaling (GO:0051897),9/127,0.02781842,0.763860995,0,0,2.206465693,7.903685896,CD86;RASD2;PDGFRA;ERBB4;IGF2;HCLS1;IRS2;ADAM8;PIK3R5,GO_Biological_Processes_2102,DOWN
glial cell development (GO:0021782),Mar-20,0.02823049,0.766162296,0,0,5.086040386,18.14370028,CDK6;MYRF;SOX10,GO_Biological_Processes_2103,DOWN
positive regulation of cellular process (GO:0048522),26/519,0.02902825,0.772793018,0,0,1.535199125,5.433815425,CD86;MYRF;TENM4;FLT3;KIF14;IRS2;ACACA;ERBB4;EXOSC9;PDGFC;CD36;PDGFRA;IL34;IGF2;LIF;CDC7;ACLY;HCK;P2RX4;FASN;ACER3;MDM2;BCL2;HCLS1;FGFR1OP;KIF20B,GO_Biological_Processes_2104,DOWN
DNA-dependent DNA replication maintenance of fidelity (GO:0045005),Apr-35,0.02913701,0.772793018,0,0,3.721683784,13.15892866,PCNA;EME1;CENPX;PRIMPOL,GO_Biological_Processes_2105,DOWN
organophosphate biosynthetic process (GO:0090407),Apr-36,0.03193476,0.786761919,0,0,3.60519432,12.41650653,IPPK;PPIP5K2;MOCS1;FADS1,GO_Biological_Processes_2106,DOWN
glutamate metabolic process (GO:0006536),Mar-21,0.0321327,0.786761919,0,0,4.803233831,16.51294642,GOT1;MTHFS;ALDH18A1,GO_Biological_Processes_2107,DOWN
phospholipase C-activating G-protein coupled receptor signaling pathway (GO:0007200),Jul-91,0.03372583,0.786761919,0,0,2.407782783,8.161158802,ANO1;CALCA;PTH1R;TACR1;OPRM1;ADRA1A;F2RL2,GO_Biological_Processes_2108,DOWN
lipid biosynthetic process (GO:0008610),Jun-72,0.03408572,0.786761919,0,0,2.625187406,8.870184942,ACLY;OLAH;PRKAA2;MVK;FADS1;ACACA,GO_Biological_Processes_2109,DOWN
inositol metabolic process (GO:0006020),02-Sep,0.03479079,0.786761919,0,0,8.226527571,27.62799108,IPPK;PPIP5K2,GO_Biological_Processes_2110,DOWN
actin crosslink formation (GO:0051764),02-Sep,0.03479079,0.786761919,0,0,8.226527571,27.62799108,BAIAP2L1;LCP1,GO_Biological_Processes_2111,DOWN
sarcoplasmic reticulum calcium ion transport (GO:0070296),02-Sep,0.03479079,0.786761919,0,0,8.226527571,27.62799108,NOL3;CCR5,GO_Biological_Processes_2112,DOWN
regulation of leukocyte mediated cytotoxicity (GO:0001910),02-Sep,0.03479079,0.786761919,0,0,8.226527571,27.62799108,DNASE1L3;AGER,GO_Biological_Processes_2113,DOWN
peptidyl-amino acid modification (GO:0018193),02-Sep,0.03479079,0.786761919,0,0,8.226527571,27.62799108,TTLL4;MDM2,GO_Biological_Processes_2114,DOWN
intestinal lipid absorption (GO:0098856),02-Sep,0.03479079,0.786761919,0,0,8.226527571,27.62799108,SOAT2;CD36,GO_Biological_Processes_2115,DOWN
T cell mediated immunity (GO:0002456),02-Sep,0.03479079,0.786761919,0,0,8.226527571,27.62799108,CD8A;MYO1G,GO_Biological_Processes_2116,DOWN
histone phosphorylation (GO:0016572),02-Sep,0.03479079,0.786761919,0,0,8.226527571,27.62799108,RPS6KA5;PRKAA2,GO_Biological_Processes_2117,DOWN
DNA topological change (GO:0006265),02-Sep,0.03479079,0.786761919,0,0,8.226527571,27.62799108,TOP2A;TOP1,GO_Biological_Processes_2118,DOWN
positive regulation of intracellular signal transduction (GO:1902533),24/479,0.03486595,0.786761919,0,0,1.533815337,5.147859277,CD86;BECN1;PDGFRA;FLT3;SLC20A1;IGF2;LIF;IRS2;ADRB2;ADRA1A;AGER;PIK3R5;RASD2;P2RX4;LGALS1;ERBB4;PDGFC;BCL2;HCLS1;TNFSF11;ADAM8;PLXNB1;HCST;EPHA2,GO_Biological_Processes_2119,DOWN
ion transport (GO:0006811),16/289,0.03604422,0.786761919,0,0,1.699722905,5.648194182,SLC20A1;WNK4;ATP2B2;ATP1B1;ANO3;SLC9A2;ANO1;SCNN1G;ATP7B;P2RX4;PDZD11;SCNN1B;PIEZO1;SGK3;SLC15A3;SLC24A5,GO_Biological_Processes_2120,DOWN
hematopoietic progenitor cell differentiation (GO:0002244),Mar-22,0.03630104,0.786761919,0,0,4.550196386,15.0880366,PTPRC;FLT3;PLD4,GO_Biological_Processes_2121,DOWN
DNA metabolic process (GO:0006259),17/314,0.03758065,0.786761919,0,0,1.660456188,5.448398239,TOP2A;DCLRE1B;HELLS;PCNA;RNASEH2A;NUDT1;CDC7;LRWD1;TERF1;PDS5A;BACH1;CDC25A;RAD51C;KAT5;TOP1;DNASE1L3;MEN1,GO_Biological_Processes_2122,DOWN
retina homeostasis (GO:0001895),Apr-38,0.03798708,0.786761919,0,0,3.392772356,11.09609301,B2M;ACTB;ACTG1;JCHAIN,GO_Biological_Processes_2123,DOWN
phosphatidylinositol-mediated signaling (GO:0048015),May-56,0.03971441,0.786761919,0,0,2.829047787,9.126624701,PDGFRA;PTAFR;IRS2;KCNH1;PIK3R5,GO_Biological_Processes_2124,DOWN
glutamine family amino acid metabolic process (GO:0009064),Mar-23,0.04073244,0.786761919,0,0,4.322462687,13.8350378,GOT1;MTHFS;ALDH18A1,GO_Biological_Processes_2125,DOWN
vitamin transport (GO:0051180),Mar-23,0.04073244,0.786761919,0,0,4.322462687,13.8350378,SCARB1;TCN2;FOLR1,GO_Biological_Processes_2126,DOWN
regulation of smooth muscle contraction (GO:0006940),Mar-23,0.04073244,0.786761919,0,0,4.322462687,13.8350378,TACR1;ADRB2;ADRA1A,GO_Biological_Processes_2127,DOWN
cellular response to amyloid-beta (GO:1904646),Mar-23,0.04073244,0.786761919,0,0,4.322462687,13.8350378,ADRB2;CD36;AGER,GO_Biological_Processes_2128,DOWN
inositol lipid-mediated signaling (GO:0048017),Apr-39,0.04124264,0.786761919,0,0,3.295665172,10.50751233,PDGFRA;PTAFR;IRS2;KCNH1,GO_Biological_Processes_2129,DOWN
regulation of response to stress (GO:0080134),02-Oct,0.04253521,0.786761919,0,0,7.197839046,22.72662255,IL10;OPRM1,GO_Biological_Processes_2130,DOWN
regulation of B cell apoptotic process (GO:0002902),02-Oct,0.04253521,0.786761919,0,0,7.197839046,22.72662255,IL10;IRS2,GO_Biological_Processes_2131,DOWN
neuron projection regeneration (GO:0031102),02-Oct,0.04253521,0.786761919,0,0,7.197839046,22.72662255,DHFR;FOLR1,GO_Biological_Processes_2132,DOWN
regulation of respiratory burst (GO:0060263),02-Oct,0.04253521,0.786761919,0,0,7.197839046,22.72662255,RAC2;JCHAIN,GO_Biological_Processes_2133,DOWN
regulation of NLRP3 inflammasome complex assembly (GO:1900225),02-Oct,0.04253521,0.786761919,0,0,7.197839046,22.72662255,CD36;MEFV,GO_Biological_Processes_2134,DOWN
regulation of actin filament-based movement (GO:1903115),02-Oct,0.04253521,0.786761919,0,0,7.197839046,22.72662255,MYLK2;PDE4B,GO_Biological_Processes_2135,DOWN
negative regulation of B cell proliferation (GO:0030889),02-Oct,0.04253521,0.786761919,0,0,7.197839046,22.72662255,IL10;CD300A,GO_Biological_Processes_2136,DOWN
negative regulation of cell activation (GO:0050866),02-Oct,0.04253521,0.786761919,0,0,7.197839046,22.72662255,PDGFRA;C1QTNF1,GO_Biological_Processes_2137,DOWN
regulation of podosome assembly (GO:0071801),02-Oct,0.04253521,0.786761919,0,0,7.197839046,22.72662255,HCK;LCP1,GO_Biological_Processes_2138,DOWN
negative regulation of stem cell differentiation (GO:2000737),02-Oct,0.04253521,0.786761919,0,0,7.197839046,22.72662255,ESRRB;N4BP2L2,GO_Biological_Processes_2139,DOWN
positive regulation of type 2 immune response (GO:0002830),02-Oct,0.04253521,0.786761919,0,0,7.197839046,22.72662255,CD86;NLRP3,GO_Biological_Processes_2140,DOWN
regulation of cholesterol biosynthetic process (GO:0045540),Apr-40,0.04465128,0.786761919,0,0,3.203952832,9.96068007,MVK;NFYA;FASN;ACACA,GO_Biological_Processes_2141,DOWN
water-soluble vitamin metabolic process (GO:0006767),Jun-77,0.04505531,0.786761919,0,0,2.439681568,7.56268226,DHFR;TCN2;PDZD11;FASN;MTHFS;ACACA,GO_Biological_Processes_2142,DOWN
macromolecule modification (GO:0043412),Mar-24,0.0454231,0.786761919,0,0,4.11641791,12.72687084,ST6GAL1;ZFP64;ST3GAL6,GO_Biological_Processes_2143,DOWN
sensory perception of pain (GO:0019233),Mar-24,0.0454231,0.786761919,0,0,4.11641791,12.72687084,ANO1;P2RX4;OPRM1,GO_Biological_Processes_2144,DOWN
regulation of transmembrane transport (GO:0034762),Mar-24,0.0454231,0.786761919,0,0,4.11641791,12.72687084,SCN10A;KCNJ15;BCL2,GO_Biological_Processes_2145,DOWN
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),20/396,0.04744543,0.786761919,0,0,1.543693591,4.705448312,PDGFRA;FLT3;NCF4;IGF2;IRS2;PILRA;ADRB2;SLA2;ACTB;ACTG1;HCK;BAIAP2L1;CD8A;ERBB4;STMN1;PDGFC;CASS4;LCP2;MUC20;EPHA2,GO_Biological_Processes_2146,DOWN
negative regulation of cell communication (GO:0010648),Jun-78,0.0474842,0.786761919,0,0,2.405672164,7.330944797,PDGFRA;FLT3;ERBB4;LIF;OPRM1;EPHA2,GO_Biological_Processes_2147,DOWN
dicarboxylic acid metabolic process (GO:0043648),May-59,0.04801804,0.786761919,0,0,2.67146263,8.111037534,DHFR;ACLY;GOT1;MTHFS;ALDH18A1,GO_Biological_Processes_2148,DOWN
cellular response to peptide (GO:1901653),Apr-41,0.0482128,0.786761919,0,0,3.117197915,9.451751895,MDM2;ADRB2;CD36;AGER,GO_Biological_Processes_2149,DOWN
regulation of protein kinase B signaling (GO:0051896),10/163,0.04921011,0.786761919,0,0,1.890200022,5.692632571,CD86;RASD2;PDGFRA;ERBB4;IGF2;HCLS1;IRS2;ADAM8;EPHA2;PIK3R5,GO_Biological_Processes_2150,DOWN
fibrillar center (GO:0001650),11/131,0.00476531,0.416626183,0,0,2.659579557,14.21915669,AKNA;TCOF1;FBLIM1;CAMK4;RRS1;SMARCA5;TOP1;TERF1;LIPA;AGER;ACACA,GO_Cellular_component_2018,DOWN
nucleolar part (GO:0044452),12/153,0.00565609,0.416626183,0,0,2.470273924,12.78372238,IPPK;AKNA;TCOF1;FBLIM1;CAMK4;RRS1;SMARCA5;TOP1;TERF1;LIPA;AGER;ACACA,GO_Cellular_component_2019,DOWN
pericentric heterochromatin (GO:0005721),03-Dec,0.00664829,0.416626183,0,0,9.610945274,48.18347054,HELLS;INCENP;LRWD1,GO_Cellular_component_2020,DOWN
integral component of plasma membrane (GO:0005887),65/1463,0.01304493,0.613111478,0,0,1.371066985,5.949547891,KCNK6;OXTR;CD84;CSF3R;CD83;TENM4;FLT3;PTH1R;IL1RAP;ADRA1A;TRO;ADGRE1;C1QTNF1;CLEC1A;ATP7B;EDNRB;SLCO2B1;CCRL2;ADORA1;TNFSF11;SLC39A8;EMB;CD36;CCR5;SLC16A5;KCNH1;PDGFRA;SLC13A3;PTGIR;BTN1A1;CD180;TACR1;OPRM1;SCNN1G;CD8A;SCNN1B;ADAM8;KIF20B;EPHA2;CX3CR1;SLC20A1;PTAFR;CSF2RB;ADRB2;TSPAN33;AGER;ERBB4;RCE1;GPC6;P2RY13;CD72;P2RY14;KCNJ15;ATP2B2;SLC4A7;SLC6A6;PTPRC;P2RX4;PLXNB1;SLC28A2;FOLR1;SLC24A5;F2RL2;LRP12;SLC28A3,GO_Cellular_component_2021,DOWN
phagocytic vesicle (GO:0045335),Jul-83,0.02169121,0.815589659,0,0,2.662339972,10.19901968,RAB43;NCF4;RAC2;PLD4;ADAM8;CD36;B2M,GO_Cellular_component_2022,DOWN
sodium channel complex (GO:0034706),02-Oct,0.04253521,0.965260478,0,0,7.197839046,22.72662255,SCNN1G;SCNN1B,GO_Cellular_component_2023,DOWN
RNA polymerase II distal enhancer sequence-specific DNA binding (GO:0000980),Aug-52,0.00032056,0.158764408,0,0,5.272180451,42.4170614,SFPQ;SMARCD2;NFYA;ZBTB16;ESRRB;NFATC1;BACH1;ACTB,GO_Molecular_Function_2018,DOWN
lipoprotein particle receptor activity (GO:0030228),Apr-15,0.00128958,0.158764408,0,0,10.49925262,69.85616621,SCARB1;APOBR;CD36;LRP12,GO_Molecular_Function_2019,DOWN
purinergic nucleotide receptor activity (GO:0001614),Apr-15,0.00128958,0.158764408,0,0,10.49925262,69.85616621,P2RY13;P2RX4;P2RY14;PTAFR,GO_Molecular_Function_2020,DOWN
enhancer sequence-specific DNA binding (GO:0001158),Aug-64,0.00132446,0.158764408,0,0,4.139849624,27.43376081,SFPQ;SMARCD2;NFYA;ZBTB16;ESRRB;NFATC1;BACH1;ACTB,GO_Molecular_Function_2021,DOWN
G-protein coupled nucleotide receptor activity (GO:0001608),03-Aug,0.00187149,0.158764408,0,0,17.30328358,108.6823124,P2RY13;P2RY14;PTAFR,GO_Molecular_Function_2022,DOWN
G-protein coupled purinergic nucleotide receptor activity (GO:0045028),03-Aug,0.00187149,0.158764408,0,0,17.30328358,108.6823124,P2RY13;P2RY14;PTAFR,GO_Molecular_Function_2023,DOWN
protein serine/threonine phosphatase inhibitor activity (GO:0004865),03-Oct,0.00381316,0.277271513,0,0,12.35820896,68.82652283,PPP1R2;PPP1R1A;PPP1R1C,GO_Molecular_Function_2024,DOWN
sodium ion transmembrane transporter activity (GO:0015081),Jul-71,0.00977767,0.622104566,0,0,3.163499437,14.63957944,SLC9A2;SLC4A7;SCNN1G;SLC20A1;ATP1B1;TRPM5;SLC24A5,GO_Molecular_Function_2025,DOWN
MHC class II protein binding (GO:0042289),02-Jun,0.01549895,0.797031847,0,0,14.39865872,59.99897034,LAG3;KRT17,GO_Molecular_Function_2026,DOWN
MHC protein binding (GO:0042287),Apr-30,0.01738519,0.797031847,0,0,4.438542026,17.98557963,LAG3;KRT17;CD8A;PILRA,GO_Molecular_Function_2027,DOWN
double-stranded DNA binding (GO:0003690),Aug-99,0.01851007,0.797031847,0,0,2.542972817,10.14503799,RAD51C;HLF;CENPX;TOP1;TERF1;SAFB;TARDBP;MEN1,GO_Molecular_Function_2028,DOWN
phosphofructokinase activity (GO:0008443),02-Jul,0.02121869,0.797031847,0,0,11.51833085,44.37866246,PFKFB1;PFKL,GO_Molecular_Function_2029,DOWN
vascular endothelial growth factor-activated receptor activity (GO:0005021),02-Jul,0.02121869,0.797031847,0,0,11.51833085,44.37866246,PDGFRA;FLT3,GO_Molecular_Function_2030,DOWN
